data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7329896,231,ETH5779,5779,3-Dec-20,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),,1,13,Eastern Africa,Ethiopia,Tigray,Southern Tigray,Enderta,Mekele,13.5,39.4667,2,BBC News,International,"On 3 December 2020, clashes were reported between TPLF and military in areas surrounding Mekele. No further information.",0,1607375001,ETH
7329897,231,ETH5778,5778,2-Dec-20,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),,1,13,Eastern Africa,Ethiopia,Tigray,Southern Tigray,Enderta,Mekele,13.5,39.4667,2,BBC News,International,"On 2 December 2020, clashes were reported between the TPLF and military in areas surrounding Mekele. No further information.",0,1607375001,ETH
7307404,231,ETH5750,5750,19-Nov-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Police Forces of Ethiopia (2018-) Oromia State Police,,1,16,Eastern Africa,Ethiopia,Oromia,East Harerghe,,Dire Tayara,9.3726,42.1068,1,Oromiya Media Network,International,"On 19 November 2020, Oromia state police forces opened fire on protesters in Dire Tayara, East Hararghe, wounding one person. Protesters gathered to denounce the detention of Oromo politicians. [size=no report]",0,1606158330,ETH
7307192,231,ETH5746,5746,18-Nov-20,2020,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,TPLF: Tigray Peoples Liberation Front,,3,13,Eastern Africa,Ethiopia,Tigray,Southern Tigray,,Aksum,14.1234,38.7313,1,BBC News,International,"On 18 November 2020, military and Amhara Regional Special Forces fought intense battles with TPLF forces in Aksum (Southern Tigray). No information on fatalities.",0,1606158329,ETH
7313315,231,ETH5744,5744,16-Nov-20,2020,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,Unidentified Ethnic Militia (Ethiopia),,4,14,Eastern Africa,Ethiopia,Benshangul-Gumaz,Metekel,Metekel,Dibate,10.65,36.2155,1,Addis Standard,National,"On 16 November 2020, Ethiopian military forces engaged unidentified armed militants in Dibate, Benishangul, killing 20.",20,1606769177,ETH
7301960,231,ETH5738,5738,11-Nov-20,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13,Eastern Africa,Ethiopia,Tigray,Western Tigray,Kafta Humera,Dansha,13.5167,37.1833,2,BBC News,International,"On 11 November 2020, intense clashes between TPLF soldiers on one side and Ethiopian Defence Soldiers with allied Amhara regional special forces militiamen on the other were fought in Tigray region's Western Region. According to estimates, over 500 people were killed during the clashes. Fatalities spread between November 8-11 in 4 days of battles",125,1605559069,ETH
7301963,231,ETH5737,5737,10-Nov-20,2020,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,12,Eastern Africa,Ethiopia,Oromia,Guji,Negele Borana,Negele,5.3167,39.5833,2,BBC News,International,"On 10 November 2020, Ethiopia national forces (ENDF) attacked OLF/Shane militants in the Gujji area (Oromia), killing 14.",14,1605559069,ETH
7301965,231,ETH5734,5734,10-Nov-20,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13,Eastern Africa,Ethiopia,Tigray,Western Tigray,Kafta Humera,Dansha,13.5167,37.1833,2,BBC News,International,"On 10 November 2020, intense clashes between TPLF soldiers on one side and Ethiopian Defence Soldiers with allied Amhara regional special forces militiamen on the other were fought in Tigray region's Western Region. According to estimates, over 500 people were killed during the clashes. Fatalities spread between November 8-11 in 4 days of battles",125,1605559069,ETH
7301964,231,ETH5732,5732,9-Nov-20,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13,Eastern Africa,Ethiopia,Tigray,Western Tigray,Kafta Humera,Dansha,13.5167,37.1833,2,BBC News,International,"On 9 November 2020, intense clashes between TPLF soldiers on one side and Ethiopian Defence Soldiers with allied Amhara regional special forces militiamen on the other were fought in Tigray region's Western Region. According to estimates, over 500 people were killed during the clashes. Fatalities spread between November 8-11 in 4 days of battles",125,1605559069,ETH
7302384,231,ETH5730,5730,9-Nov-20,2020,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,Unidentified Armed Group (Ethiopia),,3,13,Eastern Africa,Ethiopia,Benshangul-Gumaz,Metekel,Dangur,Dangur,11.79,36.1952,2,Xinhua,International,"On 9 November 2020, Ethiopian forces attacked armed men in Dangur area (Metekel, Benshangul-Gumaz), killing 16. They stated that the men had been part of groups responsible for attacking and killing civilians in the area throughout the past month.",16,1605559071,ETH
7301962,231,ETH5729,5729,8-Nov-20,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13,Eastern Africa,Ethiopia,Tigray,Western Tigray,Kafta Humera,Dansha,13.5167,37.1833,2,BBC News,International,"On 8 November 2020, intense clashes between TPLF soldiers on one side and Ethiopian Defence Soldiers with allied Amhara regional special forces militiamen on the other side clashed in Tigray region's Western Region. According to estimates, over 500 people were killed during the clashes. Fatalities spread between November 8-11 in 4 days of battles",125,1605559069,ETH
7296825,231,ETH5727,5727,7-Nov-20,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13,Eastern Africa,Ethiopia,Amhara,North Gondar,Mirab Armacho,Abderafi,13.7333,36.45,2,AFP,International,"On 7 November 2020, 5 Ethiopian soldiers were killed and 105 more injured during clashes with TPLF forces near the border between Tigray and Amhara (coded as Abderafi (North Gondar, Amhara). Soldiers treated at hospitals at Sanja in Amhara region.",5,1604956851,ETH
7296948,231,ETH5728,5728,7-Nov-20,2020,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,12,Eastern Africa,Ethiopia,Oromia,East Shewa,Adama,Nazreth,8.55,39.267,3,EBC,National,"On 7 November 2020, Ethiopian military forces attacked OLF Shane militants in Oromia region at an unspecified location, killing 24.",24,1604956851,ETH
7296886,231,ETH5725,5725,5-Nov-20,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13,Eastern Africa,Ethiopia,Amhara,North Gondar,,Soroca,13.25,37.4167,2,BBC News,International,"On 5 November 2020, TPLF forces reportedly attacked Soroca and Kerker border towns (North Gondar, Amhara) and were repulsed by Amhara regional special forces. At least 6 fatalities were reported by medical sources.",6,1604956851,ETH
7297161,231,ETH5723,5723,5-Nov-20,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13,Eastern Africa,Ethiopia,Amhara,North Gondar,Mirab Armacho,Abderafi,13.7333,36.45,1,Reuters,International,"On 5 November 2020, for the second day, Ethiopian military and allied Amhara regional special forces engaged in shelling and armed clashes with TPLF forces in Abderafi (North Gondar, Amhara). Around 2 dozen troops were reportedly treated in a nearby hospital following the clashes. No fatalities were specified in the report.",0,1604956852,ETH
7296884,231,ETH5722,5722,4-Nov-20,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13,Eastern Africa,Ethiopia,Amhara,North Gondar,Mirab Armacho,Abderafi,13.7333,36.45,2,BBC News,International,"On 4 November 2020, Ethiopian military forces and allied Amhara regional special forces clashed with TPLF forces on the western border near the Abderafi town (North Gondar, Amhara). No fatalities were specified.",0,1604956851,ETH
7270683,231,ETH5712,5712,28-Oct-20,2020,1,Battles,Armed clash,Somali Ethnic Militia (Ethiopia),,4,Afar Ethnic Militia (Ethiopia),,4,44,Eastern Africa,Ethiopia,Somali,Sitti,Shinile,Shinile,9.6881,41.8447,2,Addis Standard,National,"On 28 October 2020, Somali and Afar ethnic militias clashed in Dan La Helay and Garba-Issa villages in Western Sitti zone (Somali), resulting in the deaths of 27 people. Clashes occurred as a result of territory conflict and cattle raids.",27,1604351343,ETH
7258859,231,ETH5710,5710,24-Oct-20,2020,1,Protests,Peaceful protest,Protesters (Ethiopia),Qeerroo Youth Militia,6,,,0,60,Eastern Africa,Ethiopia,Oromia,East Harerghe,Haro Maya,Aweday,9.3577,42.0458,1,Oromiya Media Network,International,"On 24 October 2020, Qerroo youth held a protest denouncing the police shooting of a taxi driver in Aweday, East Hararghe (Oromia), and the death of 4 young men in Nekemt the previous day. [size= no report]",0,1603753026,ETH
7275205,231,ETH5708,5708,23-Oct-20,2020,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,OLF: Oromo Liberation Front (Abba Torbee Splinter Faction),,2,12,Eastern Africa,Ethiopia,Oromia,East Wellega,Guto Gida,Nekemt,9.0833,36.55,1,BBC News,International,"On 23 October 2020, security forces engaged in an armed gunbattle with 'Abba Torbe' militants in Nekemte town, East Wellega (Oromia), killing 4.",4,1604354637,ETH
7296819,231,ETH5716,5716,22-Oct-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Ethiopia),,3,Police Forces of Ethiopia (2018-),,1,13,Eastern Africa,Ethiopia,Oromia,West Wellega,Sayo,Dembi Dolo,8.5333,34.8,1,Addis Standard,National,"On 22 October 2020, unidentified armed men shot and killed a police officer in Dembi Dolo town (West Wellega, Oromia).",1,1604956851,ETH
7259084,231,ETH5706,5706,19-Oct-20,2020,1,Battles,Armed clash,OLF: Oromo Liberation Front (Abba Torbee Splinter Faction),,2,Police Forces of Ethiopia (2018-) Oromia State Police,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,1,12,Eastern Africa,Ethiopia,Oromia,East Wellega,Guto Gida,Nekemt,9.0833,36.55,1,VOA,International,"On 19 October 2020, suspected members of the OLF Shane (Abbaa Torbee faction) shot and killed two police officers in Nekemt town, East Wellega (Oromia). One of the deceased was a member of the Oromia state police and the other, a member of Oromia region's special (LIYU) police force.",2,1603753027,ETH
7252850,231,ETH5701,5701,10-Oct-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),Qeerroo Youth Militia,6,Military Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Oromia,Bale,Robe,Robe,7.1198,40.007,1,Oromiya Media Network,International,"On 10 October 2020, military forces opened fire on unarmed Qeerroo protesters in Bale Robe town (Bale, Oromia), killing one person. Protesters were demanding the release of political prisoners. [size=no report]",1,1603142907,ETH
7244314,231,ETH5700,5700,8-Oct-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Ethiopia),,3,Military Forces of Ethiopia (2018-),,1,13,Eastern Africa,Ethiopia,Benshangul-Gumaz,Metekel,Dangur,Dangur,11.79,36.1952,2,Addis Standard,National,"On 8 October 2020, Ethiopian federal military forces clashed with unidentified armed groups responsible for killing civilians in the Dangur woreda area, Benishangul, killing 14 and arresting 2 more.",14,1602533440,ETH
7244613,231,ETH5699,5699,8-Oct-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),Students (Ethiopia),6,Military Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Oromia,Arsi,Gedeb Asasa,Asasa,7.1,39.2,1,Oromiya Media Network,International,"On 8 October 2020, military forces opened fire on students conducting a protest in Asasa, West Arsi (Oromia), wounding one person in the foot. [size=no report]",0,1602533441,ETH
7227997,231,ETH5694,5694,19-Sep-20,2020,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60,Eastern Africa,Ethiopia,Oromia,Arsi,Munessa,Munessa,7.5833,38.9,1,Oromiya Media Network,International,"On 19 September 2020, residents in Munessa, Arsi zone (Oromia) staged a protest against the Prosperity party. [size=no report]",0,1600717737,ETH
7227846,231,ETH5688,5688,11-Sep-20,2020,1,Battles,Armed clash,Konso Ethnic Militia (Ethiopia),,4,Oromo Ethnic Militia (Ethiopia),,4,44,Eastern Africa,Ethiopia,Oromia,Illubabor,Alge Sache,Gaweda,5.4288,37.2387,2,Deutsche Welle,International,"On 11 September 2020, ethnic militias from Konso region clashed with Oromo militias from Ale special woreda. Clashes reportedly took place in Karkerte, Delbena, Gawada (Illalubor, Oromia), Iyana, Goroze and Gergam villages (woreda). 4 fatalities were reported (spread across two known locations).",2,1600717737,ETH
7227847,231,ETH5689,5689,11-Sep-20,2020,1,Battles,Armed clash,Konso Ethnic Militia (Ethiopia),,4,Oromo Ethnic Militia (Ethiopia),,4,44,Eastern Africa,Ethiopia,Southern Nations,Konso,Konso,Konso,5.25,37.4833,2,Deutsche Welle,International,"On 11 September 2020, ethnic militias from Konso region clashed with Oromo militias from Ale special woreda in Arkide and Gelabu woredas, Konso region, resulting in the death of 2 people.",2,1600717737,ETH
7227848,231,ETH5687,5687,11-Sep-20,2020,1,Battles,Armed clash,Konso Ethnic Militia (Ethiopia),,4,Oromo Ethnic Militia (Ethiopia),,4,44,Eastern Africa,Ethiopia,Oromia,Illubabor,Alge Sache,Alge,7.8333,36.5333,2,Deutsche Welle,International,"On 11 September 2020, ethnic militias from Konso region clashed with Oromo militias from Ale special woreda in a number of villages in Ale special woreda (Oromia region). 4 fatalities were reported (spread across two known locations).",2,1600717737,ETH
7233156,231,ETH5682,5682,9-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Ethiopia),,3,Military Forces of Ethiopia (2018-),,1,13,Eastern Africa,Ethiopia,Benshangul-Gumaz,Asosa,Assosa,Asosa,10.0667,34.5333,2,Twitter,New media,"On 9 September 2020, Ethiopian Defence forces attacked unidentified militants in Benishangul region, Assossa zone. 2 soldiers were reportedly killed, with 3 injured and taken to a hospital in Assosa.",2,1601324139,ETH
7187569,231,ETH5673,5673,19-Aug-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Oromia,East Harerghe,Haro Maya,Alemaya,9.3947,42.0131,1,Addis Standard,National,"On 19 August 2020, for a third day, Ethiopian security forces opened fire on protesters in Haro Maya, killing 2 and wounding 26 others. Protesters were denouncing the arrest of many Oromo leaders, amid rumors that many had contracted coronavirus in detention. [size=at least 26]",2,1599525366,ETH
7187589,231,ETH5674,5674,19-Aug-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Dire Dawa,Dire Dawa,Dire Dawa,Dire Dawa,9.5983,41.8468,1,Addis Standard,National,"On 19 August 2020, security forces opened fired at protesters in Dire Dawa city, killing 1 person. Protesters were denouncing the arrest of many Oromo leaders, amid rumors that many had contracted coronavirus in detention. [size=no report]",1,1599525366,ETH
7187572,231,ETH5664,5664,18-Aug-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Oromia,West Harerghe,Mieso,Ciro,9.3167,40.8,1,Addis Standard,National,"On 18 August 2020, Ethiopian security forces opened fire and assaulted protesters in Ciro (Chiro), killing 2 and wounding 24. Protesters were denouncing the arrest of many Oromo leaders, amid rumors that many had contracted coronavirus in detention. [size=at least 24]",2,1599525366,ETH
7187575,231,ETH5658,5658,18-Aug-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Oromia,East Harerghe,Haro Maya,Alemaya,9.3947,42.0131,2,Addis Standard,National,"On 18 August 2020, for the second day, Ethiopian security forces opened fire on protesters in Haro Maya (East Harerghe, Oromia), killing 1 and wounding 9 others. Protesters were denouncing the arrest of many Oromo leaders, amid rumors that many had contracted coronavirus in detention. [size=at least 9]",1,1599525366,ETH
7187577,231,ETH5672,5672,18-Aug-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Oromia,Arsi,Shashamane,Shashamane,7.2,38.6,1,Addis Standard,National,"On 18 August 2020, Ethiopian military forces opened fire on protesters in Shashemene town, killing an unspecified number across two days of demonstrations. Protesters were denouncing the arrest of many Oromo leaders, amid rumors that many had contracted the coronavirus. The demonstration has been ongoing for the second day. Unknown fatalities coded as 3 and spread across two days. [size=no report]",2,1599525366,ETH
7187579,231,ETH5662,5662,18-Aug-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Oromia,East Harerghe,Haro Maya,Aweday,9.3577,42.0458,1,Addis Standard,National,"On 18 August 2020, Ethiopian military forces shot at protesters in Aweday, killing 8 people and injuring 18. Protesters were denouncing the arrest of many Oromo leaders, amid rumors that many had contracted coronavirus in detention. [size=at least 26]",8,1599525366,ETH
7187585,231,ETH5666,5666,18-Aug-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Dire Dawa,Dire Dawa,Dire Dawa,Dire Dawa,9.5983,41.8468,1,Addis Standard,National,"On 18 August 2020, security forces opened fire on protesters in Dire Dawa city, killing at least 2 people (some sources claimed 4 fatalities, lowest estimate taken). Protesters were denouncing the arrest of many Oromo leaders, amid rumors that many had contracted coronavirus in detention. [size=no report]",2,1599525366,ETH
7187588,231,ETH5670,5670,18-Aug-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Harari People,Hundene,Harar,Harar,9.3167,42.1167,2,Addis Standard,National,"On 18 August 2020, Oromia special forces shot at protesters in Kobo town (Harar), killing 2. Protesters were denouncing the arrest of many Oromo leaders, amid rumors that many had contracted coronavirus in detention. [size=no report]",2,1599525366,ETH
7187570,231,ETH5657,5657,17-Aug-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Oromia,Arsi,Shashamane,Shashamane,7.2,38.6,1,Addis Standard,National,"On 17 August 2020, Ethiopian military forces opened fire on protesters in Shashemene town, killing an unspecified number across two days of demonstrations. Protesters were denouncing the arrest of many Oromo leaders, amid rumors that many had contracted coronavirus. Unknown fatalities coded as 3 and spread across two days. [size=no report]",1,1599525366,ETH
7187580,231,ETH5655,5655,17-Aug-20,2020,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60,Eastern Africa,Ethiopia,Oromia,West Shewa,Ambo Zuria,Ambo,8.9833,37.85,1,Addis Standard,National,"On 17 August 2020, protesters demonstrated in Ambo city (West Shewa, Oromia), denouncing the arrest of several Oromo leaders. [size=no report]",0,1599525366,ETH
7187593,231,ETH5654,5654,17-Aug-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Oromia,East Harerghe,Haro Maya,Alemaya,9.3947,42.0131,2,Addis Standard,National,"On 17 August 2020, Ethiopian security forces opened fire on protesters in Haro Maya (East Harerghe, Oromia), wounding 12 and killing 2. Protesters were denouncing the arrest of Oromo leaders, amid rumors that many had contracted coronavirus in detention. [size=at least 12]",2,1599525366,ETH
7187590,231,ETH5651,5651,14-Aug-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Southern Nations,Wolayita,Sodo,Sodo,6.86,37.7616,1,Addis Standard,National,"On 14 August 2020, security forces fired on protesters in Sodo city of Woliayta (SNNPR). Protests were triggered by the arrest of several Wolayta regional leaders by federal government troops. According to local medical officials, the total fatalities that occurred in Sodo region between August 9-14 was 21 persons. Fatalities split across events to specific reports of fatalities with that period. [size=no report]",3,1599525366,ETH
7187578,231,ETH5650,5650,13-Aug-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Southern Nations,Wolayita,Sodo,Sodo,6.86,37.7616,1,Addis Standard,National,"On 13 August 2020, security forces fired on protesters in Sodo city of Woliayta (SNNPR), resulting in three fatalities between 11-13 August. Protests were triggered by the arrest of several Wolayta regional leaders by federal government troops. Fatalities split across three events. [size=no report]",1,1599525366,ETH
7187583,231,ETH5648,5648,12-Aug-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Southern Nations,Wolayita,Sodo,Gacheno,7.0339,37.9224,1,Addis Standard,National,"On 12 August 2020, Federal troops shot protesters in Gacheno town (Wolayta, SNNPR), injuring 2. Protests were triggered by the arrest of several Wolayta regional leaders by federal government troops. [size=no report]",2,1599525366,ETH
7187587,231,ETH5649,5649,12-Aug-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Southern Nations,Wolayita,Sodo,Sodo,6.86,37.7616,1,Addis Standard,National,"On 12 August 2020, security forces fired on protesters in Sodo city of Woliayta (SNNPR), resulting in three fatalities between 11-13 August. Protests were triggered by the arrest of several Wolayta regional leaders by federal government troops. Fatalities split across three events. [size=no report]",1,1599525366,ETH
7187592,231,ETH5644,5644,11-Aug-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Southern Nations,Wolayita,Sodo,Sodo,6.86,37.7616,1,Addis Standard,National,"On 11 August 2020, security forces fired on protesters in Sodo city of Woliayta (SNNPR), resulting in three fatalities between 11-13 August. Protests were triggered by the arrest of several Wolayta regional leaders by federal government troops. Fatalities split across three events. [size=no report]",1,1599525366,ETH
7187591,231,ETH5643,5643,10-Aug-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Southern Nations,Wolayita,Sodo,Sodo,6.86,37.7616,1,Addis Standard,National,"On 10 August 2020, 2 people were killed when federal troops opened fire on protesters in Sodo city (Wolayta, SNNPR). Protests were triggered by the arrest of several Wolayta regional leaders by federal government troops. [size=no report]",2,1599525366,ETH
7313455,231,ETH5685,5685,9-Aug-20,2020,1,Battles,Armed clash,Unidentified Ethnic Militia (Ethiopia),,4,Military Forces of Ethiopia (2018-),,1,14,Eastern Africa,Ethiopia,Benshangul-Gumaz,Metekel,Metekel,Guba,11.267,35.283,2,Deutsche Welle,International,"On 9 August 2020, 8 soldiers were killed and 5 others injured during an ambush by unidentified gunmen in Guba woreda, Benishangul/Gumz. 12 civilians were also reportedly killed in the same attack.",20,1606769178,ETH
7187567,231,ETH5638,5638,9-Aug-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Southern Nations,Wolayita,Sodo,Boditi,6.9667,37.8667,1,Addis Standard,National,"On 9 August 2020, federal troops opened fire at protesters in Bodeti (Soddo, SNNPR), killing 6. Protests were triggered by the arrest of several Wolayta regional leaders by federal government troops. [size=no report]",6,1599525366,ETH
7187568,231,ETH5637,5637,9-Aug-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Southern Nations,Wolayita,Sodo,Areka,7.0693,37.7027,1,Addis Standard,National,"On 9 August 2020, federal troops opened fire at protesters in Areka Soddo (SNNPR) killing 1. Protests were triggered by the arrest of several Wolayta regional leaders by federal government troops. [size=no report]",1,1599525366,ETH
7187584,231,ETH5639,5639,9-Aug-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Southern Nations,Wolayita,Sodo,Sodo,6.86,37.7616,1,Addis Standard,National,"On 9 August 2020, security forces fired on protesters in Sodo city of Woliayta (SNNPR), killing 4 and wounding 18. Protests were triggered by the arrest of several Wolayta regional leaders by federal government troops. [size=no report]",4,1599525366,ETH
7189989,231,ETH5635,5635,6-Aug-20,2020,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60,Eastern Africa,Ethiopia,Tigray,Southern Tigray,Hintalo Wejirat,Hintalo,13.3152,39.4594,1,VOA,International,"On 6 August 2020, residents of Hintalo Wajirat, Tigray regional state, staged a protest against local administration. Reason for the protest was unreported. [size=no report]",0,1599525371,ETH
7313387,231,ETH5632,5632,3-Aug-20,2020,2,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,Unidentified Ethnic Militia (Ethiopia),,4,14,Eastern Africa,Ethiopia,Benshangul-Gumaz,Metekel,Metekel,Guba,11.267,35.283,2,BBC News,International,"Around 3 August 2020 (as reported), 13 unidentified gunmen were killed and 30 others arrested by Ethiopian federal troops operating in Guba woreda, Benishangul/Gumz region. Troops were stationed in the area following the targeting of ethnic minorities by gunmen one week before.",13,1606769177,ETH
7169192,231,ETH5625,5625,24-Jul-20,2020,1,Battles,Armed clash,Oromo Ethnic Militia (Ethiopia),,4,Konso Ethnic Militia (Ethiopia),,4,44,Eastern Africa,Ethiopia,Oromia,Illubabor,Alge Sache,Alge,7.8333,36.5333,2,BBC News,International,"On 24 July 2020, communal/ethnic-based clashes erupted between residents in Ale Special Woreda (Oromia) and residents in Konso zone (SNNPR, Konso) over a land dispute. 6 people were killed in Ale special woreda and 11 in Konso during the clashes.",6,1595875996,ETH
7169193,231,ETH5626,5626,24-Jul-20,2020,1,Battles,Armed clash,Oromo Ethnic Militia (Ethiopia),,4,Konso Ethnic Militia (Ethiopia),,4,44,Eastern Africa,Ethiopia,Southern Nations,Konso,Konso,Konso,5.25,37.4833,2,BBC News,International,"On 24 July 2020, communal/ethnic-based clashes erupted between residents in Ale Special Woreda (Oromia) and residents in Konso zone (SNNPR, Konso) over a land dispute. 6 people were killed in Ale special woreda and 11 in Konso during the clashes.",11,1595875996,ETH
7157109,231,ETH5611,5611,2-Jul-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),Oromo Ethnic Group (Ethiopia),6,Police Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Oromia,West Shewa,Ambo Zuria,Ambo,8.9833,37.85,1,AFP,International,"On 2 July 2020, at least 2 people were shot and killed by police forces in Ambo (West Shewa, Oromia) as they attempted to restricted demonstrators from attending the funeral of a popular Oromo musician who was killed in Addis Ababa a few days earlier. 7 others were injured in the event. [size=at least 9]",2,1594671459,ETH
7157111,231,ETH5608,5608,1-Jul-20,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),Oromo Ethnic Group (Ethiopia),6,Police Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Oromia,Oromia-Finfinne,Holeta Genet,Holeta Genet,9.063,38.4908,1,AFP,International,"On 1 July 2020, security forces opened fire on protesters demanding that leaders of the Oromo Federalist Congress be released in Holeta town, Oromia. The source did not mention fatalities. [size=no report]",0,1594671459,ETH
